wet_food_order_number,pet_food_tier,pet_allergen_list,pet_fav_flavour_list,pet_health_issue_list,neutered,gender,pet_breed_size,signup_promo,ate_wet_food_pre_tails,dry_food_brand_pre_tails,pet_life_stage_at_order,total_order_kcal,total_web_sessions,total_web_sessions_since_last_order,total_minutes_on_website,pet_has_active_subscription
1,1,0,1,1,1,1,2,1,1,0,1,10586.451,1,0,44,0
0,1,0,1,1,1,1,2,1,1,0,1,7319.951,2,0,12,0
0,1,0,1,1,0,1,2,1,0,0,1,29971.8145,5,3,615,0
1,1,0,1,1,1,1,2,1,1,0,1,41985.008,48,14,1039,1
0,1,0,1,1,1,1,2,1,0,0,1,94150.27,30,8,72,1
0,1,0,1,1,0,1,2,1,1,0,1,23291.022,1,0,25,0
0,1,0,1,1,1,1,2,1,0,0,1,231972.436,136,20,6680,1
0,1,0,1,1,0,1,2,1,0,0,1,69524.8205,6,4,823,0
1,1,0,1,0,0,1,3,0,0,1,1,45992.3,101,29,1831,1
0,1,0,1,0,1,1,3,0,0,1,1,136175.24,4,0,52,0
0,1,0,1,0,0,1,3,0,1,1,1,21681.22,3,2,58,1
0,1,0,1,0,0,1,3,0,0,1,1,156614.637,9,4,370,1
1,1,0,1,0,0,1,3,0,1,1,1,50039.929,80,25,11526,1
0,1,0,1,0,0,1,3,0,0,1,1,45969.636,3,2,2,1
0,1,0,1,0,1,1,3,0,0,1,1,29433.343,3,0,27,1
1,1,0,1,0,0,1,3,0,1,1,1,21891.593,5,2,31,0
0,1,0,1,0,1,1,3,0,0,1,1,162139.234,28,12,1301,1
0,1,1,1,1,1,1,3,1,1,1,2,7983.475,12,9,161,0
0,1,1,1,1,1,1,3,1,0,1,2,13714.81,1,0,10,1
0,1,1,1,1,0,1,3,1,0,1,2,100531.635,24,5,188,1
1,1,1,1,1,1,1,3,1,1,1,2,38084.851,11,7,368,1
1,1,1,1,1,1,1,3,1,1,1,2,254465.404,118,9,682,1
0,1,1,1,1,0,1,3,1,0,1,2,97631.109,51,20,772,0
1,1,1,1,1,1,1,3,1,1,1,2,65431.49,23,7,2379,1
1,1,1,1,1,0,1,3,1,1,1,2,305883.893,48,15,314,1
0,1,0,1,0,1,1,1,0,1,1,2,62144.0135,16,7,105,1
0,1,0,1,0,0,1,1,0,1,1,2,45770.1965,3,0,18,1
1,1,0,1,0,0,1,1,0,1,1,2,29761.323,11,5,45,0
0,0,0,1,1,0,1,2,1,0,1,2,196101.948,175,33,15472,1
0,0,0,0,0,1,1,3,0,0,1,1,82261.843,7,2,77,1
0,0,0,0,0,1,1,3,0,0,1,1,19444.44,1,0,18,0
0,0,0,0,0,0,1,3,0,0,1,1,98193.65,13,3,146,0
0,0,0,0,0,1,1,3,0,0,1,1,204972.06,20,8,55,1
0,0,0,0,0,0,1,3,0,1,1,1,8656.518,2,0,34,1
0,0,0,0,0,0,1,3,0,0,1,1,12779.118,4,4,3346,1
0,0,0,0,0,1,1,3,0,0,1,1,20300.348,2,0,30,0
0,0,0,0,1,1,1,2,0,0,1,1,12777.191,1,0,20,0
0,1,0,1,0,1,1,2,1,0,1,1,6152.621,1,0,10,1
0,1,1,1,1,0,2,1,0,1,1,1,65607.315,5,1,44,0
1,1,1,1,1,1,2,1,0,0,1,1,64853.998,18,6,1138,1
1,0,0,0,1,0,1,2,1,0,1,1,152336.895,22,7,67,1
0,1,0,1,1,0,1,2,1,1,0,1,80859.745,22,4,688,0
0,1,0,1,1,1,1,2,1,0,0,1,135569.123,14,7,538,1
0,1,0,1,1,0,1,2,1,0,0,1,7249.995,1,0,6,1
0,1,0,1,1,0,1,2,1,0,0,1,106072.6745,46,16,768,1
0,1,0,1,1,0,1,2,1,0,0,1,14320.7625,3,1,584,1
0,0,0,1,0,0,1,3,0,1,1,1,38920.1465,11,6,68,0
1,0,0,1,0,0,1,3,0,1,1,1,26945.0625,7,4,82,0
0,1,1,0,1,1,1,2,1,0,1,1,71860.685,14,5,144,0
0,1,1,0,1,1,1,2,1,0,1,1,54166.125,10,2,81,0
0,1,1,0,1,0,1,2,1,0,1,1,54057.607,12,5,70,1
1,1,1,0,1,1,1,2,1,1,1,1,92729.765,16,7,1374,0
1,1,1,0,1,0,1,2,1,1,1,1,194564.57,318,29,9119,1
0,1,1,0,1,0,1,2,1,1,1,1,4080.015,5,3,30,0
1,1,1,0,1,1,1,2,1,1,1,1,14599.576,1,0,26,1
1,0,1,0,1,0,1,3,1,0,1,1,20552.041,4,2,59,1
1,1,1,1,1,1,1,1,0,0,1,1,45097.3395,3,0,258,1
0,1,1,1,1,1,1,1,0,0,1,1,284070.36,180,32,17554,1
0,1,1,1,1,1,1,1,0,0,1,1,27460.4,5,4,98,1
0,1,1,1,1,0,1,1,0,0,1,1,40280.905,10,6,584,1
1,1,1,1,1,1,1,1,0,1,1,1,102088.047,12,5,202,1
1,1,1,1,1,0,1,1,0,1,1,1,24455.886,26,15,236,1
0,1,1,1,1,0,1,1,0,0,1,1,16370.3085,1,0,3,1
0,1,1,1,1,1,1,1,0,0,1,1,20332.434,1,0,7,1
0,1,1,1,1,0,1,3,0,1,0,1,55287.467,2,0,38,1
0,1,1,1,1,0,1,3,0,0,0,1,70453.747,26,8,101,1
1,1,1,1,1,1,1,3,0,0,0,1,69130.247,32,19,2088,1
0,1,0,1,0,0,1,3,1,1,1,1,15809.932,4,1,30,1
0,1,0,1,0,0,1,3,1,0,1,1,78864.495,23,5,122,1
0,1,0,1,0,1,1,3,1,0,1,1,151863.274,25,10,1228,1
0,1,0,1,0,1,1,3,1,1,1,1,13094.66,1,0,35,1
0,1,0,1,0,0,1,3,1,0,1,1,35384.817,1,0,9,0
1,1,0,1,0,1,1,3,1,0,1,1,122082.964,46,10,2080,1
0,1,1,0,1,1,2,1,1,0,1,1,67210.4865,5,1,27,1
1,1,1,0,1,1,2,1,1,1,1,1,33653.959,12,6,689,0
0,1,1,0,1,1,2,1,1,0,1,1,108461.736,46,17,2636,1
1,1,1,0,1,0,2,1,1,1,1,1,237921.244,17,7,962,1
0,1,1,0,1,1,2,1,1,0,1,1,17939.843,8,4,62,1
0,1,1,0,1,1,2,1,1,0,1,1,82001.9455,34,18,1023,0
0,1,1,0,1,1,2,1,1,0,1,1,4237.92,1,0,9,0
0,1,1,0,1,0,2,1,1,0,1,1,94234.533,22,9,289,1
0,1,1,0,1,1,2,1,1,1,1,1,8196.494,2,0,4,1
0,1,1,0,1,0,2,1,1,0,1,1,225802.321,37,11,1788,1
1,1,1,0,1,0,2,1,1,1,1,1,27259.1,8,6,78,1
0,1,1,0,1,1,2,1,1,0,1,1,100597.05,127,22,1568,1
0,1,1,0,1,0,2,1,1,0,1,1,22422.3765,0,0,0,0
0,0,0,0,1,1,1,3,1,0,1,1,39087.702,3,3,1,1
0,0,0,0,1,0,1,3,1,0,1,1,47819.33,8,4,55,0
0,0,0,0,1,0,1,3,1,0,1,1,84735.1145,17,6,85,1
0,0,0,0,1,1,1,3,1,0,1,1,404716.9615,161,37,943,1
0,0,0,0,1,0,1,3,1,0,1,1,39279.556,12,7,39,0
0,0,0,0,1,0,1,3,1,0,1,1,7870.967,1,0,11,1
0,0,0,0,1,1,1,3,1,0,1,1,46132.682,1,0,44,0
0,1,0,1,1,0,2,3,1,0,1,1,24622.139,2,0,32,0
1,1,0,1,1,1,2,3,1,1,1,1,224099.241,85,19,521,1
0,1,0,1,1,0,2,3,1,0,1,1,12024.377,10,7,1569,1
0,1,0,1,1,0,2,3,1,0,1,1,46958.616,4,2,69,1
0,1,0,1,1,0,2,3,1,0,1,1,134184.245,13,4,82,1
1,1,0,1,1,0,2,3,1,1,1,1,47915.305,38,18,2884,1
0,1,0,1,1,0,2,3,1,1,1,1,7607.2575,6,4,32,1
1,1,0,1,1,0,2,3,1,1,1,1,98661.5725,12,3,406,1
0,1,0,1,1,1,2,3,1,0,1,1,184359.675,45,10,1547,1
1,1,0,1,1,0,2,3,1,1,1,1,21719.549,40,24,6919,1
0,0,0,0,0,0,2,3,0,1,1,1,10859.971,22,7,136,0
0,0,0,0,0,1,2,3,0,1,1,1,172357.722,114,26,7200,0
0,1,0,1,0,0,1,1,0,0,1,1,61660.7115,20,8,123,1
0,1,0,1,0,1,1,1,0,0,1,1,14868.796,1,0,16,0
0,1,0,1,1,1,1,2,1,0,0,1,11885.384,1,0,29,1
1,1,0,1,1,0,1,2,1,1,0,1,49723.5025,38,13,2012,1
0,1,0,1,1,0,1,2,1,1,0,1,8658.06,40,20,190,1
0,1,0,1,1,1,1,2,1,1,0,1,86339.269,35,9,120,1
0,1,0,1,1,0,1,2,1,0,0,1,14310.1165,3,2,892,1
0,1,0,0,1,1,1,1,1,0,0,1,34519.714,22,6,123,1
1,1,0,0,1,1,1,1,1,1,0,1,48736.7495,11,7,314,0
0,1,0,0,1,0,1,1,1,0,0,1,45700.18,21,11,778,0
0,1,0,0,1,1,1,1,1,0,0,1,20866.977,6,4,28,0
0,1,1,1,1,0,2,2,1,0,0,1,162248.7595,54,11,1832,1
0,1,1,1,1,0,2,2,1,0,0,1,30467.0255,8,5,320,1
1,1,1,1,1,1,2,2,1,1,0,1,21417.48,1,0,121,1
1,1,0,1,0,0,2,2,1,1,1,1,8379.196,1,0,6,1
0,1,0,1,0,1,2,2,1,0,1,1,14551.752,11,9,1009,1
0,1,0,1,0,0,2,2,1,1,1,1,6378.6585,3,1,20,1
0,1,0,1,0,1,2,2,1,0,1,1,358353.476,60,7,7153,0
0,1,0,1,0,1,2,2,1,0,1,1,52711.01,17,3,130,1
0,1,0,1,0,0,1,2,1,0,1,1,39281.1755,4,2,64,0
0,1,0,1,0,0,1,2,1,1,1,1,48282.123,30,7,450,1
0,1,0,1,0,1,1,2,1,0,1,1,297299.475,194,20,6126,1
1,1,0,0,0,0,2,2,1,0,1,1,13847.484,7,4,868,0
1,1,0,1,0,0,1,3,1,1,1,1,40554.212,14,8,943,1
0,1,0,1,0,0,1,3,1,0,1,1,9829.796,1,0,18,0
0,1,0,1,0,0,1,3,1,0,1,1,28898.2795,1,0,8,1
0,1,0,1,0,1,1,3,1,0,1,1,15914.118,1,0,19,0
0,1,0,1,0,0,1,3,1,0,1,1,74906.5825,2,0,16,1
0,1,0,1,0,0,1,3,1,0,1,1,11391.2535,7,7,827,0
1,1,0,0,1,1,1,3,1,0,1,2,109881.371,35,6,128,0
1,1,0,0,1,1,1,3,1,1,1,2,21842.205,20,8,1157,1
0,1,0,0,1,0,1,3,1,0,1,2,109130.187,17,8,2157,0
0,1,0,0,1,0,1,3,1,0,1,2,135396.9065,77,25,279,0
0,1,0,0,1,1,1,3,1,1,1,2,43592.755,2,0,16,0
0,1,0,0,1,1,1,3,1,0,1,2,16047.802,8,6,288,1
0,1,0,0,0,1,1,2,1,0,0,1,41991.313,21,3,1374,0
0,1,0,0,0,0,1,2,1,0,0,1,56587.0505,38,12,162,1
0,1,0,0,0,0,1,2,1,0,0,1,6318.18,3,3,10,1
0,1,0,0,0,0,1,2,1,0,0,1,11587.323,3,2,36,1
0,1,0,0,0,0,1,2,1,0,0,1,39286.44,6,3,780,1
1,1,0,0,0,0,1,2,1,1,0,1,17048.221,4,2,126,1
1,1,0,0,0,1,1,2,1,1,0,1,59881.724,9,3,110,1
1,1,0,0,0,1,1,2,1,1,0,1,12779.266,7,3,100,0
1,1,0,0,0,1,1,2,1,1,0,1,65631.8,18,9,122,1
0,1,0,0,0,1,1,2,1,0,0,1,49645.665,1,0,15,0
0,1,0,0,0,1,1,2,1,0,0,1,247650.4435,79,18,4585,1
1,1,0,0,0,1,1,2,1,0,0,1,110642.7,6,2,54,0
0,1,0,0,0,0,1,2,1,0,0,1,31604.9885,2,0,28,0
1,1,0,0,0,0,1,2,1,1,0,1,30623.8225,1,0,369,1
0,1,0,0,0,0,1,2,1,0,0,1,37845.6615,34,15,5444,1
1,1,0,0,0,1,1,2,1,0,0,1,35900.089,1,0,28,1
0,1,0,0,0,0,1,2,1,0,0,1,6309.657,2,0,20,0
1,1,0,1,0,1,2,3,1,1,1,1,127395.02,21,4,138,1
0,1,0,1,0,1,2,3,1,0,1,1,39183.557,4,3,4,1
1,1,0,1,0,1,2,3,1,1,1,1,16250.33,2,0,66,0
0,1,0,1,0,0,2,3,1,0,1,1,65234.0205,9,5,59,1
0,1,0,1,0,0,2,3,1,0,1,1,130454.1425,2,0,28,0
0,1,0,1,0,1,2,3,1,0,1,1,16498.1515,3,2,8,1
1,1,0,1,0,0,1,1,1,1,0,1,19583.305,4,2,27,0
1,1,0,0,0,1,1,3,1,1,0,1,45389.399,7,3,686,0
0,1,0,0,0,0,1,3,1,0,0,1,35886.4255,7,4,408,1
0,1,0,0,0,0,1,3,1,0,0,1,362014.043,171,41,15099,0
0,1,0,0,0,1,1,3,1,1,0,1,6851.967,1,0,24,0
0,1,0,1,0,0,1,1,1,1,1,1,120340.113,48,18,280,1
1,1,0,1,0,0,1,1,1,1,1,1,62612.416,15,10,692,1
0,1,0,0,1,1,2,3,1,0,1,1,303151.826,43,8,3631,0
0,1,0,0,1,1,2,3,1,0,1,1,137815.94,100,28,1822,0
0,1,0,0,1,1,2,3,1,1,1,1,16470.645,4,2,36,1
0,1,0,0,1,1,2,3,1,0,1,1,157540.972,12,3,290,0
1,1,0,0,1,0,2,3,1,1,1,1,8962.611,1,0,7,0
0,1,0,0,1,1,1,1,1,0,1,1,34538.897,3,1,56,0
0,1,0,0,0,1,1,3,0,0,1,1,38646.991,14,12,627,0
0,1,0,0,0,1,1,3,0,0,1,1,36822.414,26,8,71,1
0,1,0,0,0,0,1,3,0,0,1,1,38137.025,17,9,1675,0
0,1,1,1,1,0,1,1,0,0,1,1,89443.0695,3,1,15,1
0,1,1,1,1,1,1,1,0,1,1,1,57693.26,3,1,44,0
1,1,1,1,1,0,1,1,0,1,1,1,36848.81,67,18,1354,0
1,1,1,1,1,1,1,1,0,1,1,1,43391.2,21,5,113,1
0,1,1,1,1,1,1,1,0,0,1,1,26481.567,1,0,17,0
1,1,1,1,1,1,1,1,0,1,1,1,89211.314,15,5,98,1
0,1,1,1,1,1,1,1,0,0,1,1,31332.32,3,1,628,1
1,1,1,1,1,0,1,1,0,1,1,1,31831.48,6,2,24,1
0,1,1,1,1,0,1,1,0,0,1,1,13250.2105,1,0,17,1
0,1,0,1,1,0,2,2,1,0,1,2,66232.7295,7,1,57,1
0,1,0,1,1,0,2,2,1,0,1,2,225059.351,19,8,88,1
0,1,0,1,1,1,2,2,1,0,1,2,35380.985,1,0,107,1
0,1,0,1,1,1,2,2,1,0,1,2,68133.933,49,21,3104,1
1,1,0,1,1,1,2,2,1,1,1,2,80123.626,18,6,4899,1
0,1,0,0,0,0,1,3,0,0,1,1,40222.2165,26,9,4256,0
0,1,0,0,0,0,1,3,0,1,1,1,21544.578,2,0,1322,0
0,1,0,0,0,1,1,3,0,0,1,1,34334.194,4,1,2414,0
0,1,0,0,0,1,1,3,0,0,1,1,216413.504,169,25,1632,1
0,1,0,0,0,1,1,3,0,0,1,1,72130.291,10,5,214,1
0,1,0,0,0,0,1,3,0,0,1,1,198806.8285,13,4,277,1
1,1,0,0,0,1,1,3,0,1,1,1,13447.824,1,0,35,1
1,1,1,1,1,1,1,2,1,1,0,1,81350.002,51,10,2570,1
0,1,1,1,1,1,1,2,1,0,0,1,65211.27,2,0,24,1
1,1,1,1,1,1,1,2,1,0,0,1,45244.612,4,2,64,1
0,1,1,0,1,0,2,2,1,0,0,1,172211.736,45,8,241,1
1,1,1,0,1,1,2,2,1,1,0,1,137786.931,30,13,383,1
1,1,1,0,1,0,2,2,1,1,0,1,7585.835,1,0,13,0
0,1,1,0,1,1,2,2,1,0,0,1,79137.66,14,4,751,1
0,1,1,0,1,1,2,2,1,0,0,1,24551.305,4,2,19,0
0,1,1,0,1,0,2,2,1,0,0,1,26456.41,5,4,1697,0
0,1,1,0,1,1,2,2,1,1,0,1,125952.824,107,26,2079,0
0,1,1,0,1,1,2,2,1,1,0,1,140166.339,25,9,84,1
0,1,1,0,1,1,2,2,1,0,0,1,47665.83,6,4,42,0
1,1,1,0,1,1,2,2,1,1,0,1,55221.185,21,9,480,1
1,1,1,0,1,0,2,2,1,1,0,1,68120.2395,5,3,42,1
0,1,1,0,1,0,2,2,1,1,0,1,4125.987,3,1,335,0
1,1,0,0,0,1,1,3,1,1,1,1,19701.493,7,4,71,0
1,1,0,0,0,1,1,3,1,1,1,1,103810.4805,50,15,4759,1
1,1,0,0,0,1,1,3,1,1,1,1,28642.783,15,5,527,1
0,1,0,0,0,0,1,3,1,1,1,1,59042.37,20,6,107,1
0,1,0,0,0,1,1,3,1,0,1,1,32134.74,34,20,2730,1
0,1,0,0,0,0,1,3,1,0,1,1,802230.884,322,32,16397,0
0,1,0,0,0,0,1,3,1,0,1,1,79316.343,122,27,14692,1
1,1,0,0,0,1,1,3,1,1,1,1,87864.244,25,15,1066,1
0,1,0,0,0,0,1,3,1,0,1,1,32420.353,14,12,507,0
1,1,0,0,0,1,1,3,1,1,1,1,52890.7865,5,3,21,1
0,1,0,0,0,1,1,3,1,0,1,1,13939.04,1,0,14,0
1,1,0,0,0,1,1,3,1,1,1,1,24819.128,6,3,115,0
1,1,0,1,0,0,1,1,1,1,0,1,23947.685,15,6,5563,0
1,1,0,1,0,0,1,1,1,1,0,1,20697.339,7,5,356,1
1,1,0,1,0,0,1,1,1,1,0,1,18062.634,2,0,22,0
1,1,0,1,0,1,1,1,1,0,0,1,20308.073,1,0,23,0
1,1,0,1,0,1,1,1,1,1,0,1,50379.744,12,7,177,1
1,1,0,1,0,0,1,1,1,1,0,1,40373.837,22,20,3442,1
0,1,0,1,0,1,1,1,1,0,0,1,41843.379,5,3,52,1
0,1,0,1,0,1,1,1,1,1,0,1,68253.213,3,1,50,1
0,1,0,1,0,0,1,1,1,0,0,1,81392.452,31,5,974,0
0,1,0,1,0,0,1,1,1,0,0,1,29812.473,4,2,33,1
0,1,0,1,0,0,1,1,1,0,0,1,50014.185,12,7,63,1
1,1,0,1,0,1,1,1,1,1,0,1,49885.1365,26,10,135,0
1,1,0,1,0,0,1,1,1,1,0,1,14580.8065,1,0,96,0
0,1,0,1,0,1,1,1,1,1,0,1,18293.792,6,4,8,0
0,1,0,1,0,1,2,2,1,0,1,2,13542.519,1,0,13,0
1,1,0,0,0,0,2,3,1,1,1,1,84032.757,119,24,9023,1
1,1,0,0,0,0,2,3,1,0,1,1,3387.372,1,0,40,0
1,1,0,0,0,1,2,3,1,1,1,1,46560.237,20,8,282,0
1,1,0,0,0,1,2,3,1,1,1,1,33119.811,15,8,30,1
0,0,1,1,1,1,1,2,0,0,1,1,99224.56,15,4,101,0
0,0,1,1,1,1,1,2,0,0,1,1,59026.941,5,1,61,0
0,0,1,1,1,1,1,2,0,0,1,1,43193.829,11,6,746,0
0,0,1,1,1,0,1,2,0,0,1,1,53798.8115,2,0,44,0
1,0,1,1,1,1,1,2,0,1,1,1,33799.655,9,7,57,0
0,1,1,1,0,0,2,1,0,0,1,1,18220.236,25,8,1452,0
0,1,1,1,0,1,2,1,0,0,1,1,76712.78,8,2,40,1
1,1,1,1,0,1,2,1,0,1,1,1,138647.685,6,3,519,1
0,1,1,1,0,0,2,1,0,0,1,1,95964.362,31,10,4604,1
1,1,1,1,0,1,2,1,0,0,1,1,62161.724,2,0,28,1
0,1,1,1,0,1,2,1,0,1,1,1,23110.805,29,9,1396,0
1,1,1,1,0,0,2,1,0,1,1,1,19539.52,8,3,30,1
0,1,1,1,0,1,2,1,0,1,1,1,139292.628,178,28,1094,1
1,1,1,1,0,1,2,1,0,0,1,1,101164.4095,7,1,40,1
0,1,1,1,0,0,2,1,0,0,1,1,46080.845,8,3,71,0
0,1,1,1,0,0,2,1,0,0,1,1,7631.3325,1,0,1076,0
0,1,0,1,0,0,1,2,1,0,1,1,58122.152,80,19,13058,1
1,1,0,1,0,1,1,2,1,1,1,1,91251.618,39,10,688,1
0,1,0,1,0,1,1,2,1,0,1,1,14111.97,2,0,66,1
0,1,0,1,0,1,1,2,1,0,1,1,114152.709,14,3,77,0
1,1,0,1,0,0,1,2,1,0,1,1,19846.826,4,2,33,1
0,1,0,1,0,1,1,2,1,0,1,1,14793.58,20,15,994,1
0,1,0,1,0,0,1,2,1,0,1,1,79092.704,24,12,310,1
0,1,0,1,0,1,1,2,1,0,1,1,63123.248,13,5,462,1
0,1,1,0,1,1,1,3,0,1,1,1,37433.526,6,3,75,1
0,1,1,0,1,1,1,3,0,0,1,1,73065.3,9,4,1319,0
0,1,1,0,1,0,1,3,0,1,1,1,11323.794,8,5,842,0
0,1,1,0,1,1,1,3,0,1,1,1,50674.992,23,11,310,0
0,1,1,0,1,0,1,3,0,0,1,1,39506.822,20,15,3535,0
1,1,1,0,1,1,1,3,0,1,1,1,80143.478,76,19,4449,1
0,1,1,0,1,1,1,3,0,0,1,1,63022.7965,5,3,101,0
0,1,0,1,0,0,2,3,1,0,1,1,257327.453,90,17,346,1
0,1,0,1,0,1,2,3,1,1,1,1,207576.48,33,11,1539,1
0,1,0,1,0,0,2,3,1,0,1,1,8688.57,2,1,14,1
0,1,0,1,0,1,2,3,1,0,1,1,75956.125,6,3,532,0
0,1,0,1,0,0,2,3,1,0,1,1,34327.5405,8,4,135,1
1,1,0,1,0,0,2,3,1,1,1,1,33384.966,13,4,1030,0
0,0,0,0,1,0,1,3,1,0,1,2,312578.014,56,13,3824,1
0,0,0,0,1,1,1,3,1,1,1,2,117936.975,16,1,248,0
1,0,0,0,1,1,1,3,1,1,1,2,29232.065,19,10,160,1
1,0,0,0,1,1,1,3,1,1,1,2,8583.329,1,0,232,0
0,0,0,0,1,0,1,3,1,1,1,2,11516.998,2,1,4,1
0,0,0,0,1,1,1,3,1,0,1,2,48907.045,3,1,50,1
0,0,0,0,1,1,1,3,1,0,1,2,50066.846,23,14,1336,1
0,0,0,0,1,1,1,3,1,0,1,2,40285.949,10,4,70,1
1,0,0,0,0,0,2,1,1,0,1,1,10496.21,2,1,44,0
0,0,0,0,0,0,2,1,1,0,1,1,145247.9905,25,10,1442,1
0,1,0,0,0,0,1,2,1,0,0,1,101841.531,66,24,1304,0
0,1,0,0,0,0,1,2,1,0,0,1,16236.068,1,0,9,0
1,0,0,0,1,0,1,3,1,1,1,1,77752.239,121,32,6107,1
0,0,0,0,1,0,1,3,1,1,1,1,3071.7555,1,0,9,1
0,1,0,0,0,0,1,3,1,0,1,1,37955.079,6,2,33,1
0,1,0,0,0,0,1,3,1,0,1,1,130911.348,53,6,360,1
1,1,0,0,0,1,1,3,1,1,1,1,68979.454,6,3,58,0
0,1,0,0,0,1,1,3,1,0,1,1,152602.386,81,10,459,0
0,1,0,0,0,0,1,3,1,0,1,1,17761.59,5,3,36,1
1,1,0,0,0,1,1,3,1,1,1,1,66989.122,7,3,38,0
0,1,0,0,0,1,1,3,1,0,1,1,66685.341,8,2,74,0
0,1,0,0,0,1,1,3,1,0,1,1,113553.07,10,2,24,1
0,1,0,0,0,1,2,1,1,0,1,1,31220.033,3,3,4,0
1,1,0,0,0,1,2,1,1,1,1,1,60875.965,36,4,357,1
0,1,0,0,0,1,2,1,1,1,1,1,17024.88,5,2,61,0
1,0,0,1,0,0,1,3,1,0,1,1,7691.645,1,0,3,0
1,0,0,1,0,1,1,3,1,0,1,1,82023.193,5,3,1019,0
0,0,0,1,0,0,1,3,1,1,1,1,42795.648,9,6,2585,1
0,1,0,1,1,1,1,3,1,0,0,1,255215.293,148,17,3013,1
0,1,0,1,1,0,1,3,1,0,0,1,49602.88,5,3,11,1
0,1,0,1,1,0,1,3,1,0,0,1,135618.573,14,9,66,1
1,1,0,1,1,1,1,3,1,0,0,1,49492.46,19,7,4094,0
0,1,0,0,0,0,2,2,1,0,1,1,62661.994,5,2,41,1
0,1,0,0,0,0,2,2,1,0,1,1,70959.6015,6,2,61,1
0,1,0,0,0,0,2,2,1,0,1,1,18364.15,0,0,0,1
1,1,0,0,0,1,2,2,1,1,1,1,73853.172,152,33,4212,0
0,1,0,0,0,0,2,2,1,0,1,1,4451.931,5,5,1470,0
1,1,0,0,0,0,2,2,1,1,1,1,65070.6005,6,4,103,1
1,1,0,0,0,1,2,2,1,1,1,1,123641.824,215,39,7531,0
0,1,0,0,0,1,2,2,1,0,1,1,41109.07,1,1,360,1
0,1,0,0,0,0,1,1,1,0,0,1,263328.545,21,6,274,1
0,1,0,0,0,1,1,1,1,0,0,1,41838.91,11,6,68,0
0,1,0,0,0,1,1,1,1,0,0,1,140404.077,34,9,868,1
0,1,0,1,1,1,2,2,0,0,1,1,21790.9,2,1,25,1
0,1,0,1,1,0,2,2,0,0,1,1,91156.709,56,22,4203,1
0,1,0,1,1,1,2,2,0,0,1,1,69466.206,2,0,16,1
1,1,0,1,1,1,2,2,0,1,1,1,81812.395,77,22,7696,1
0,1,0,1,1,1,2,2,0,0,1,1,244268.089,54,17,455,0
0,1,0,1,1,0,2,2,0,0,1,1,87070.539,10,3,80,1
0,1,0,1,1,0,2,2,0,0,1,1,28952.9295,2,0,32,1
0,1,0,1,1,1,2,2,0,0,1,1,8665.141,1,0,9,0
0,1,0,1,1,0,2,2,0,0,1,1,5102.43,1,0,5,0
1,0,0,1,0,1,2,2,0,1,1,1,87875.631,74,30,1254,1
0,0,0,1,0,0,2,2,0,0,1,1,27406.0,7,4,833,1
1,0,0,1,0,0,2,2,0,0,1,1,293386.3475,96,28,12983,1
0,0,0,1,0,1,2,2,0,0,1,1,56489.522,10,5,77,1
0,0,0,1,0,1,2,2,0,1,1,1,44808.631,19,9,1867,0
0,0,0,0,1,0,1,3,0,0,1,1,16346.5815,1,0,6,0
0,0,0,0,1,0,1,3,0,0,1,1,6026.163,1,0,56,0
0,0,0,0,1,1,1,3,0,0,1,1,44143.401,20,9,205,1
1,0,0,0,1,0,1,3,1,1,1,1,9482.83,7,5,997,1
0,0,0,0,1,1,1,3,1,1,1,1,52384.325,8,7,2,1
0,0,0,0,1,0,1,3,1,0,1,1,143791.9635,11,5,53,1
1,0,0,0,1,0,1,3,1,1,1,1,126017.354,10,5,182,1
1,0,0,0,1,1,1,3,1,1,1,1,102578.53,59,13,2180,1
0,0,0,0,1,1,1,3,1,0,1,1,128177.634,16,5,81,1
1,1,0,0,0,0,2,1,1,1,1,2,104297.4045,6,4,73,1
0,1,0,0,0,1,2,1,1,1,1,2,30606.578,28,9,159,1
0,1,0,0,0,0,2,1,1,1,1,2,6125.769,2,1,22,1
1,1,0,0,0,1,2,1,1,1,1,2,149885.15,80,20,2789,1
1,1,0,0,0,0,1,2,1,1,1,1,88144.876,143,24,3613,1
0,1,0,0,0,0,1,2,1,0,1,1,26741.565,26,12,120,1
0,1,0,0,0,1,1,2,1,0,1,1,32464.58,5,3,14,0
0,1,0,0,0,1,1,1,1,0,0,1,45878.1745,4,2,21,0
0,1,0,0,0,0,1,1,1,1,0,1,22072.9895,2,1,14,1
1,1,0,0,0,0,1,1,1,1,0,1,12701.7,7,5,36,0
1,1,0,0,0,1,1,1,1,0,0,1,40932.625,59,20,692,1
1,1,0,0,0,0,1,1,1,0,0,1,142775.026,122,16,8688,1
1,1,0,0,0,1,1,1,1,1,0,1,200083.015,121,31,8414,1
0,1,0,1,1,1,1,2,0,1,1,1,12923.95,4,2,33,1
1,1,0,1,1,0,1,2,0,1,1,1,16405.445,2,0,22,1
1,1,0,1,1,0,1,2,1,1,0,2,44396.253,2,0,38,1
0,1,0,1,1,1,1,2,1,0,0,2,58636.224,9,3,88,1
0,1,0,1,1,1,1,2,1,1,0,2,47093.639,2,0,14,1
0,1,0,0,1,0,2,3,1,0,1,1,35693.404,9,3,94,0
0,1,0,0,1,0,2,3,1,1,1,1,22773.746,6,5,10,0
